id,titulaire-prenom,titulaire-nom,titulaire-soutien,famille,annee,candidat,parti_soutien,nb_mots,emb_peuple,emb_elite,emb_souverainete,emb_manicheisme,emb_total,zs_peuple,zs_elite,zs_souverainete,zs_manicheisme,zs_total,n_chunks
EL065_L_1973_03_001_03_1_PF_04,Jean-Jacques,Comtet,apolitique,,1973,Jean-Jacques Comtet,apolitique,550,0.7169362306594849,0.6856838464736938,0.5873681306838989,0.6309642791748047,2.620952606201172,0.4468567371368408,0.9363340735435486,0.13951356709003448,0.9977872967720032,2.520491674542427,3
EL065_L_1973_03_001_03_1_PF_05,Serge,Robin,Mouvement réformateur,Centre,1973,Serge Robin,Mouvement réformateur,927,0.7419043183326721,0.7050899267196655,0.654441773891449,0.6757383346557617,2.777174472808838,0.8686597347259521,0.9933910369873047,0.8506237864494324,0.9930086135864258,3.705683171749115,4
EL065_L_1973_03_001_03_1_PF_06,Camille,Piane,Parti communiste français,Extrême gauche,1973,Camille Piane,Parti communiste français,1063,0.7939141392707825,0.7327421307563782,0.6906845569610596,0.7220715284347534,2.9394125938415527,0.9744287133216858,0.9941346645355225,0.9482983350753784,0.9992944598197937,3.9161561727523804,5
EL065_L_1973_03_001_03_1_PF_07,René,Collet,Centre Démocratie et Progrès;Mouvement rural de jeunesse chrétienne,Centre,1973,René Collet,Centre Démocratie et Progrès;Mouvement rural de jeunesse chrétienne,392,0.6843144297599792,0.6785257458686829,0.5887107849121094,0.645077109336853,2.596628189086914,0.1678997427225113,0.7935863137245178,0.18184363842010498,0.6731916666030884,1.8165213614702225,2
EL065_L_1973_03_002_01_1_PF_01,François,Lesein,Mouvement réformateur,Centre,1973,François Lesein,Mouvement réformateur,531,0.7535731196403503,0.7243555188179016,0.7432721257209778,0.7373619675636292,2.9585626125335693,0.8536079525947571,0.9825658798217773,0.4260827600955963,0.9892647862434387,3.2515213787555695,3
EL065_L_1973_03_002_01_1_PF_02,Robert,Aumont,Parti socialiste,Gauche,1973,Robert Aumont,Parti socialiste,531,0.69322270154953,0.6844624280929565,0.6470483541488647,0.6762574911117554,2.700991153717041,0.9896917939186096,0.9773275852203369,0.9767581224441528,0.9994363188743591,3.9432138204574585,3
EL065_L_1973_03_002_01_1_PF_03,William,Philippot,Parti communiste français,Extrême gauche,1973,William Philippot,Parti communiste français,827,0.6930610537528992,0.6917293071746826,0.6758444309234619,0.6804982423782349,2.741133213043213,0.8223318457603455,0.9986115097999573,0.793906033039093,0.999447226524353,3.614296615123749,4
EL065_L_1973_03_002_01_1_PF_04,Guy,Sabatier,Union des républicains de progrès;Union des démocrates pour la République;Républicains indépendants;Centre Démocratie et Progrès,Droite,1973,Guy Sabatier,Union des républicains de progrès;Union des démocrates pour la République;Républicains indépendants;Centre Démocratie et Progrès,955,0.7159115672111511,0.653875470161438,0.7405103445053101,0.7346848249435425,2.844982147216797,0.4929204285144806,0.8063194155693054,0.55495285987854,0.9967712759971619,2.850963979959488,5
EL065_L_1973_03_002_01_1_PF_05,Georges,Lesimon,Alliance républicaine indépendante et libérale,Droite,1973,Georges Lesimon,Alliance républicaine indépendante et libérale,507,0.7217168807983398,0.7030683755874634,0.6981816291809082,0.7123461961746216,2.835312843322754,0.7462777495384216,0.9986087679862976,0.29992473125457764,0.9969721436500549,3.041783392429352,3
EL065_L_1973_03_002_02_1_PF_01,Charles,Margueritte,Parti socialiste,Gauche,1973,Charles Margueritte,Parti socialiste,504,0.7163825035095215,0.6935200691223145,0.6066968441009521,0.6414695978164673,2.658069133758545,0.6539008021354675,0.9770883321762085,0.32917600870132446,0.9922143220901489,2.9523794651031494,3
EL065_L_1973_03_002_02_1_PF_02,Daniel,Le Meur,Parti communiste français,Extrême gauche,1973,Daniel Le Meur,Parti communiste français,722,0.7200589179992676,0.6992330551147461,0.6689115762710571,0.6829572916030884,2.77116060256958,0.9728017449378967,0.9996699094772339,0.9649213552474976,0.9986276030540466,3.936020612716675,3
EL065_L_1973_03_002_02_1_PF_03,Gérard,Parizano,Alliance républicaine indépendante et libérale,Droite,1973,Gérard Parizano,Alliance républicaine indépendante et libérale,502,0.707771897315979,0.6762167811393738,0.7059676647186279,0.7194178104400635,2.8093740940093994,0.9369228482246399,0.9982351064682007,0.37022536993026733,0.9964063763618469,3.301789700984955,3
EL065_L_1973_03_002_02_1_PF_04,Edmond,Bricout,non mentionné,,1973,Edmond Bricout,non mentionné,319,0.7158279418945312,0.734489917755127,0.7448258399963379,0.7376048564910889,2.932748556137085,0.42155182361602783,0.9304108023643494,0.32167306542396545,0.9894090890884399,2.6630447804927826,2
EL065_L_1973_03_002_02_1_PF_05,Guy,Blériot,non mentionné,,1973,Guy Blériot,non mentionné,654,0.7551742792129517,0.7552682161331177,0.7332764863967896,0.7596436142921448,3.0033626556396484,0.9718107581138611,0.9885913729667664,0.6293190717697144,0.9964272975921631,3.586148500442505,3
EL065_L_1973_03_002_02_1_PF_06,Jacqueline,Labrosse,Parti socialiste unifié,Gauche,1973,Jacqueline Labrosse,Parti socialiste unifié,831,0.7176460027694702,0.6834881901741028,0.6915610432624817,0.7198997139930725,2.8125948905944824,0.999825656414032,0.9992735385894775,0.9987527132034302,0.9998133182525635,3.997665226459503,4
EL065_L_1973_03_002_02_1_PF_07,Bernard,Valentin,Mouvement réformateur,Centre,1973,Bernard Valentin,Mouvement réformateur,575,0.7124921083450317,0.7456981539726257,0.7699225544929504,0.734959602355957,2.9630722999572754,0.3083984851837158,0.5009765625,0.21866938471794128,0.8514594435691833,1.8795038759708405,3
EL065_L_1973_03_002_02_1_PF_08,Michel,Henri,Parti radical et radical-socialiste;Mouvement républicain social et démocratique,Gauche,1973,Michel Henri,Parti radical et radical-socialiste;Mouvement républicain social et démocratique,615,0.6878373026847839,0.6614526510238647,0.6897499561309814,0.687139093875885,2.7261788845062256,0.9673948287963867,0.8968852758407593,0.9415198564529419,0.9921233057975769,3.797923266887665,3
EL065_L_1973_03_002_03_1_PF_01,Raymond,Mahoudeaux,Parti communiste français,Extrême gauche,1973,Raymond Mahoudeaux,Parti communiste français,543,0.6911168694496155,0.7052844762802124,0.7087912559509277,0.7083015441894531,2.8134942054748535,0.8726868033409119,0.9517736434936523,0.6327297687530518,0.9991491436958313,3.4563393592834473,3
EL065_L_1973_03_002_03_1_PF_02,Antoine,Pagni,gaulliste,Droite,1973,Antoine Pagni,gaulliste,644,0.7044922113418579,0.6690796613693237,0.6971100568771362,0.7052028775215149,2.7758848667144775,0.6162432432174683,0.840520977973938,0.4965820908546448,0.9982316493988037,2.9515779614448547,3
EL065_L_1973_03_002_03_1_PF_03,Jean,Perreau Pradier,Union des républicains de progrès;Union des démocrates pour la République;Républicains indépendants;Progrès et démocratie moderne,Droite,1973,Jean Perreau Pradier,Union des républicains de progrès;Union des démocrates pour la République;Républicains indépendants;Progrès et démocratie moderne,722,0.7008137106895447,0.6893680095672607,0.659980297088623,0.7023460268974304,2.7525081634521484,0.9980918765068054,0.9684261083602905,0.6710395812988281,0.9903102517127991,3.627867817878723,4
EL065_L_1973_03_002_03_1_PF_04,Francis,Souleyreau,Alliance républicaine indépendante et libérale,Droite,1973,Francis Souleyreau,Alliance républicaine indépendante et libérale,503,0.7138043642044067,0.6823533177375793,0.7003474235534668,0.7133626937866211,2.8098678588867188,0.9418148994445801,0.998245358467102,0.37410447001457214,0.9971272349357605,3.3112919628620148,3
EL065_L_1973_03_002_03_1_PF_05,Raymond,Labois,Réformateurs,Centre,1973,Raymond Labois,Réformateurs,632,0.6718794107437134,0.6296692490577698,0.5802034735679626,0.6067414283752441,2.4884936809539795,0.07692615687847137,0.9787735939025879,0.04735147953033447,0.9334914684295654,2.036542698740959,3
EL065_L_1973_03_002_03_1_PF_06,Maurice,Brugnon,non mentionné,,1973,Maurice Brugnon,non mentionné,795,0.7267367243766785,0.656907320022583,0.7323479652404785,0.7370989322662354,2.85309100151062,0.6173973083496094,0.6808786392211914,0.4848679006099701,0.8694930672645569,2.6526369154453278,4
EL065_L_1973_03_002_04_1_PF_01,Yves,Brinon,Parti socialiste,Gauche,1973,Yves Brinon,Parti socialiste,497,0.7160776853561401,0.6886049509048462,0.64177405834198,0.6793508529663086,2.7258076667785645,0.749178946018219,0.9005051851272583,0.7074046730995178,0.9846494197845459,3.341738224029541,2
EL065_L_1973_03_002_04_1_PF_02,Roland,Renard,Parti communiste français,Extrême gauche,1973,Roland Renard,Parti communiste français,726,0.7090317606925964,0.6911846399307251,0.6985481977462769,0.6981972455978394,2.796961784362793,0.9967206120491028,0.9997957944869995,0.7678639888763428,0.9996532797813416,3.7640336751937866,4
EL065_L_1973_03_002_04_1_PF_03,Marie-Anne,Herbaut,Alliance républicaine indépendante et libérale,Droite,1973,Marie-Anne Herbaut,Alliance républicaine indépendante et libérale,504,0.706389307975769,0.7082131505012512,0.697564959526062,0.7122318744659424,2.82439923286438,0.7462777495384216,0.9981251358985901,0.3123700022697449,0.9957395195960999,3.0525124073028564,3
EL065_L_1973_03_002_04_1_PF_04,A,Catalifaud,Union des républicains de progrès,Droite,1973,A Catalifaud,Union des républicains de progrès,865,0.7179998159408569,0.6950147151947021,0.6504239439964294,0.7010568976402283,2.764495372772217,0.4666025638580322,0.8349459767341614,0.41774648427963257,0.8814619183540344,2.6007569432258606,4
EL065_L_1973_03_002_04_1_PF_05,Norbert,Cerf,Mouvement réformateur,Centre,1973,Norbert Cerf,Mouvement réformateur,679,0.7294767498970032,0.7101557850837708,0.6345855593681335,0.6903063654899597,2.764524459838867,0.48102712631225586,0.9980694651603699,0.2785511016845703,0.9983958601951599,2.756043553352356,3
EL065_L_1973_03_002_04_1_PF_06,Jacques,Dwornik,Parti socialiste unifié,Gauche,1973,Jacques Dwornik,Parti socialiste unifié,876,0.6877333521842957,0.6657875776290894,0.6927313804626465,0.6942218542098999,2.740474224090576,0.9998571872711182,0.9989916086196899,0.997896671295166,0.999819815158844,3.996565282344818,4
EL065_L_1973_03_002_05_1_PF_01,André,Rossi,Mouvement réformateur,Centre,1973,André Rossi,Mouvement réformateur,389,0.6912931203842163,0.6799347400665283,0.657301664352417,0.6829530000686646,2.711482524871826,0.5119606256484985,0.8686040043830872,0.44601210951805115,0.9993436336517334,2.8259203732013702,2
EL065_L_1973_03_002_05_1_PF_02,Rémi,Lédée,Union des républicains de progrès;Centristes;Indépendants;Union des démocrates pour la République,Droite,1973,Rémi Lédée,Union des républicains de progrès;Centristes;Indépendants;Union des démocrates pour la République,765,0.7296652793884277,0.74041748046875,0.7540606260299683,0.7601968050003052,2.984340190887451,0.7874412536621094,0.8897445797920227,0.5624167919158936,0.9799765944480896,3.2195792198181152,4
EL065_L_1973_03_002_05_1_PF_03,Antoine-François,Donsimoni,Parti socialiste,Gauche,1973,Antoine-François Donsimoni,Parti socialiste,473,0.7353454828262329,0.7416097521781921,0.7649797201156616,0.7434825301170349,2.985417366027832,0.42369645833969116,0.8996956944465637,0.2806163728237152,0.8806944489479065,2.4847029745578766,2
EL065_L_1973_03_002_05_1_PF_04,Pierre,Lemret,Parti communiste français,Extrême gauche,1973,Pierre Lemret,Parti communiste français,597,0.7394722700119019,0.7234278917312622,0.6144226789474487,0.6644608378410339,2.741783857345581,0.9988664388656616,0.9981933236122131,0.7570766806602478,0.9996222257614136,3.753758668899536,3
EL065_L_1973_03_003_01_1_PF_01,Jean,Desgranges,Parti communiste français,Extrême gauche,1973,Jean Desgranges,Parti communiste français,1575,0.7297295928001404,0.7208703756332397,0.673897385597229,0.6852146983146667,2.8097121715545654,0.9621787071228027,0.9898106455802917,0.5997195839881897,0.9966233968734741,3.5483323335647583,7
EL065_L_1973_03_003_01_1_PF_02,Roseline,Desplats-Jean,Mouvement réformateur,Centre,1973,Roseline Desplats-Jean,Mouvement réformateur,531,0.78260338306427,0.754532516002655,0.6960189342498779,0.732603907585144,2.965758800506592,0.7912570238113403,0.882933497428894,0.3993430733680725,0.998507559299469,3.072041153907776,3
EL065_L_1973_03_003_01_1_PF_03,Hector,Rolland,Union des républicains de progrès,Droite,1973,Hector Rolland,Union des républicains de progrès,1121,0.7216689586639404,0.669931173324585,0.5844696760177612,0.6165188550949097,2.5925886631011963,0.882933497428894,0.4175683259963989,0.2560870945453644,0.9890024662017822,2.5455913841724396,5
EL065_L_1973_03_003_01_1_PF_04,Jean-Paul,Desgranges,Parti socialiste;Radicaux de gauche,Gauche,1973,Jean-Paul Desgranges,Parti socialiste;Radicaux de gauche,910,0.7157583236694336,0.7110415101051331,0.6317305564880371,0.6740472316741943,2.7325775623321533,0.5165954828262329,0.5124486088752747,0.6067315340042114,0.9686640501022339,2.604439675807953,4
EL065_L_1973_03_003_01_1_PF_05,Henri,Peschaud,Lutte ouvrière,Extrême gauche,1973,Henri Peschaud,Lutte ouvrière,1545,0.7000539302825928,0.7279638051986694,0.7191630601882935,0.7630336284637451,2.910214424133301,0.9955403208732605,0.9909403324127197,0.8231862783432007,0.9990339875221252,3.808700919151306,7
EL065_L_1973_03_003_02_1_PF_01,André,Bodeau,Union des républicains de progrès;Républicains indépendants,Droite,1973,André Bodeau,Union des républicains de progrès;Républicains indépendants,527,0.7462242841720581,0.7432187795639038,0.7049041986465454,0.7186343669891357,2.9129817485809326,0.941600501537323,0.9843363761901855,0.5190337300300598,0.9899379014968872,3.4349085092544556,3
EL065_L_1973_03_003_02_1_PF_02,Maurice,Brun,non mentionné,,1973,Maurice Brun,non mentionné,813,0.7365097999572754,0.7335614562034607,0.6754593849182129,0.7011939287185669,2.846724510192871,0.9083337187767029,0.9651519656181335,0.6948206424713135,0.9996352791786194,3.5679416060447693,4
EL065_L_1973_03_003_02_1_PF_03,Michelle,Loux,Lutte ouvrière,Extrême gauche,1973,Michelle Loux,Lutte ouvrière,1544,0.7000539302825928,0.7279638051986694,0.7191630601882935,0.7630336284637451,2.910214424133301,0.9944396615028381,0.9906078577041626,0.8163331747055054,0.9992099404335022,3.8005906343460083,7
EL065_L_1973_03_003_02_1_PF_04,Henri,Vedrines,Parti communiste français,Extrême gauche,1973,Henri Vedrines,Parti communiste français,1376,0.6995046734809875,0.6763133406639099,0.6423804759979248,0.6714661717414856,2.689664602279663,0.9529476761817932,0.8663588166236877,0.9637799859046936,0.9953904151916504,3.778476893901825,7
EL065_L_1973_03_003_02_1_PF_05,Marie-Thérèse,Eyquem,Parti socialiste,Gauche,1973,Marie-Thérèse Eyquem,Parti socialiste,1001,0.7243964076042175,0.7054014801979065,0.6611493229866028,0.6781774163246155,2.7691245079040527,0.7604727745056152,0.9969662427902222,0.7814974188804626,0.9908212423324585,3.5297576785087585,5
EL065_L_1973_03_003_03_1_PF_01,Joseph,Katz,Union des républicains de progrès;Union des démocrates pour la République,Droite,1973,Joseph Katz,Union des républicains de progrès;Union des démocrates pour la République,1186,0.7392306327819824,0.7115394473075867,0.6575006246566772,0.7100010514259338,2.8182716369628906,0.40780502557754517,0.8528741598129272,0.3652302622795105,0.9948902726173401,2.620799720287323,6
EL065_L_1973_03_003_03_1_PF_02,Robert,Forge,libres;indépendants,,1973,Robert Forge,libres;indépendants,296,0.7243281006813049,0.7532234191894531,0.7070926427841187,0.716643750667572,2.9012880325317383,0.9909096360206604,0.749454140663147,0.9466460347175598,0.84065181016922,3.527661621570587,2
EL065_L_1973_03_003_03_1_PF_03,Jacques,Dupuydauby,modéré,,1973,Jacques Dupuydauby,modéré,1147,0.7275347709655762,0.7421671152114868,0.7145275473594666,0.7240949273109436,2.9083242416381836,0.5755879878997803,0.8893848657608032,0.5448014140129089,0.9392898678779602,2.9490641355514526,6
EL065_L_1973_03_003_03_1_PF_04,Annie,Souchon,Lutte ouvrière,Extrême gauche,1973,Annie Souchon,Lutte ouvrière,1545,0.7000539302825928,0.7279638051986694,0.7191630601882935,0.7630336284637451,2.910214424133301,0.995080292224884,0.9895286560058594,0.8471160531044006,0.9991912245750427,3.8309162259101868,7
EL065_L_1973_03_003_03_1_PF_05,Pierre,Villon,Parti communiste français,Extrême gauche,1973,Pierre Villon,Parti communiste français,871,0.7371012568473816,0.7213243246078491,0.6884711384773254,0.7027068734169006,2.8496034145355225,0.9993500113487244,0.9824904799461365,0.9990092515945435,0.9996352791786194,3.9804850220680237,4
EL065_L_1973_03_003_03_1_PF_06,Henri,Sarron,Parti socialiste,Gauche,1973,Henri Sarron,Parti socialiste,639,0.6850163340568542,0.6919554471969604,0.6502761840820312,0.6581968069076538,2.6854448318481445,0.9994816780090332,0.6864751577377319,0.9957062602043152,0.9718592166900635,3.653522312641144,3
EL065_L_1973_03_003_04_1_PF_01,Gabriel,Péronnet,Radical-socialiste;Mouvement réformateur,Gauche,1973,Gabriel Péronnet,Radical-socialiste;Mouvement réformateur,600,0.754479169845581,0.7282314300537109,0.7244566082954407,0.7135335206985474,2.9207005500793457,0.3073580265045166,0.8931580781936646,0.34643077850341797,0.9072095155715942,2.4541563987731934,3
EL065_L_1973_03_003_04_1_PF_02,Axel,Guillaumin,Union des républicains de progrès,Droite,1973,Axel Guillaumin,Union des républicains de progrès,351,0.7211803793907166,0.688091516494751,0.5751541256904602,0.6310534477233887,2.6154794692993164,0.30321574211120605,0.5554352402687073,0.20165595412254333,0.888372004032135,1.9486789405345917,2
EL065_L_1973_03_003_04_1_PF_03,Charles,Marcilly,Parti communiste français,Extrême gauche,1973,Charles Marcilly,Parti communiste français,1240,0.7217642664909363,0.7229070663452148,0.6418027281761169,0.6648153066635132,2.7512893676757812,0.999298632144928,0.9646226167678833,0.997945249080658,0.9995178580284119,3.961384356021881,6
EL065_L_1973_03_003_04_1_PF_04,André,Pruneyre,Parti socialiste;Radicaux de gauche,Gauche,1973,André Pruneyre,Parti socialiste;Radicaux de gauche,934,0.7232598662376404,0.7354496121406555,0.7070379257202148,0.6945216655731201,2.860269069671631,0.5743947625160217,0.9915297627449036,0.18772758543491364,0.9945572018623352,2.748209312558174,4
EL065_L_1973_03_004_01_1_PF_01,Raymond,Philippe,Parti communiste français,Extrême gauche,1973,Raymond Philippe,Parti communiste français,881,0.7718806266784668,0.7331331968307495,0.7235037088394165,0.7236099243164062,2.952127456665039,0.8679338693618774,0.9998352527618408,0.6187804341316223,0.9997000098228455,3.486249566078186,4
EL065_L_1973_03_004_01_1_PF_02,Henri,Savornin,Union des républicains de progrès,Droite,1973,Henri Savornin,Union des républicains de progrès,1120,0.7422328591346741,0.7377433776855469,0.720990002155304,0.7264357209205627,2.9274017810821533,0.7252839207649231,0.6986379623413086,0.39001113176345825,0.9986060261726379,2.812539041042328,5
EL065_L_1973_03_004_01_1_PF_03,Alain,Mouton dit Granat Rutter,Mouvement réformateur,Centre,1973,Alain Mouton dit Granat Rutter,Mouvement réformateur,563,0.7610348463058472,0.7274143099784851,0.6498072147369385,0.6799275279045105,2.8181838989257812,0.3391706645488739,0.7029380798339844,0.0443899929523468,0.9981178045272827,2.084616541862488,3
EL065_L_1973_03_004_01_1_PF_04,Marcel,Massot,Parti socialiste;Mouvement de la gauche radicale,Gauche,1973,Marcel Massot,Parti socialiste;Mouvement de la gauche radicale,1410,0.7911264896392822,0.756675124168396,0.644120454788208,0.6878316402435303,2.879753828048706,0.6636689901351929,0.8991214036941528,0.522445797920227,0.9954527616500854,3.080688953399658,7
EL065_L_1973_03_004_02_1_PF_01,Pierre,Girardot,Parti communiste français,Extrême gauche,1973,Pierre Girardot,Parti communiste français,867,0.733810544013977,0.7019866704940796,0.7106812000274658,0.7118271589279175,2.8583054542541504,0.9862874150276184,0.9997069239616394,0.8993867635726929,0.9992734789848328,3.8846545815467834,4
EL065_L_1973_03_004_02_1_PF_02,Raymond,Schmittlein,Mouvement réformateur;Centre démocrate;Parti radical et radical-socialiste;gaullistes,Centre,1973,Raymond Schmittlein,Mouvement réformateur;Centre démocrate;Parti radical et radical-socialiste;gaullistes,621,0.7689723968505859,0.706824541091919,0.642021119594574,0.6975663900375366,2.8153843879699707,0.2889702320098877,0.8933094143867493,0.45859113335609436,0.992717981338501,2.6335887610912323,3
EL065_L_1973_03_004_02_1_PF_03,Jean,Cabanne,Union des républicains de progrès;Comité d'études pour un Nouveau Contrat Social,Droite,1973,Jean Cabanne,Union des républicains de progrès;Comité d'études pour un Nouveau Contrat Social,2047,0.7456881403923035,0.6984796524047852,0.7290844321250916,0.7230300903320312,2.896282434463501,0.8100284934043884,0.8668668270111084,0.754191517829895,0.9202179908752441,3.351304829120636,9
EL065_L_1973_03_004_02_1_PF_04,Claude,Delorme,Parti socialiste;Mouvement de la gauche radicale,Gauche,1973,Claude Delorme,Parti socialiste;Mouvement de la gauche radicale,1399,0.7420417070388794,0.7192981243133545,0.7014703750610352,0.7043860554695129,2.8671963214874268,0.8971108198165894,0.8846386075019836,0.9206827878952026,0.9986801743507385,3.701112389564514,7
EL065_L_1973_03_004_02_1_PF_05,Jean-Louis,Brun,indépendant,,1973,Jean-Louis Brun,indépendant,1335,0.7379198670387268,0.703213095664978,0.7406975626945496,0.7512731552124023,2.9331037998199463,0.9388989210128784,0.8286616802215576,0.9667338728904724,0.9669139981269836,3.701208472251892,6
EL065_L_1973_03_004_02_1_PF_06,Claude,Collet,Lutte ouvrière,Extrême gauche,1973,Claude Collet,Lutte ouvrière,1543,0.7000539302825928,0.7279638051986694,0.7191630601882935,0.7630336284637451,2.910214424133301,0.9947748184204102,0.9909512996673584,0.4576214849948883,0.9990131258964539,3.4423607289791107,7
EL065_L_1973_03_005_01_1_PF_01,Pierre,Bernard-Reymond,non mentionné,,1973,Pierre Bernard-Reymond,non mentionné,602,0.7334070205688477,0.6997078061103821,0.7240430116653442,0.7307238578796387,2.8878817558288574,0.9996665716171265,0.9784078598022461,0.7063930034637451,0.9977569580078125,3.68222439289093,3
